occurrenceID,materialEntityID,basisOfRecord,datasetName,institutionCode,catalogNumber,materialEntityCategory,materialEntityType,taxonID,scientificName,scientificNameAuthorship,originalNameUsage,higherClassification,locationID,locality,island,islandGroup,country,countryCode,decimalLatitude,decimalLongitude,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,associatedReferences,materialEntityRemarks,occurrenceRemarks,taxonRemarks,locationRemarks,dynamicProperties
MAS-SP-0184,MAS-SP-0184,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4691,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0185,MAS-SP-0185,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4692,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0186,MAS-SP-0186,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 8572,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0187,MAS-SP-0187,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9307,fossil,,MAS-TAX-0021,Phelsuma guentheri,"Boulenger, 1885","Phelsuma guentheri Boulenger, 1885",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0188,MAS-SP-0188,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9308,fossil,,MAS-TAX-0021,Phelsuma guentheri,"Boulenger, 1885","Phelsuma guentheri Boulenger, 1885",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0189,MAS-SP-0189,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9309,fossil,,MAS-TAX-0021,Phelsuma guentheri,"Boulenger, 1885","Phelsuma guentheri Boulenger, 1885",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0190,MAS-SP-0190,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9310,fossil,,MAS-TAX-0021,Phelsuma guentheri,"Boulenger, 1885","Phelsuma guentheri Boulenger, 1885",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0191,MAS-SP-0191,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9311,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0192,MAS-SP-0192,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9313,fossil,,MAS-TAX-0021,Phelsuma guentheri,"Boulenger, 1885","Phelsuma guentheri Boulenger, 1885",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0193,MAS-SP-0193,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9427,fossil,,MAS-TAX-0021,Phelsuma guentheri,"Boulenger, 1885","Phelsuma guentheri Boulenger, 1885",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0194,MAS-SP-0194,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9457,fossil,,MAS-TAX-0019,Leiolopisma mauritianus,"(Günther, 1877)","Leiolopisma mauritianus (Günther, 1877)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0195,MAS-SP-0195,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9433,fossil,,MAS-TAX-0022,Casarea dussumieri,"(Schlegel, 1837)","Casarea dussumieri (Schlegel, 1837)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0196,MAS-SP-0196,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9438,fossil,,MAS-TAX-0022,Casarea dussumieri,"(Schlegel, 1837)","Casarea dussumieri (Schlegel, 1837)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0197,MAS-SP-0197,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9434,fossil,,MAS-TAX-0022,Casarea dussumieri,"(Schlegel, 1837)","Casarea dussumieri (Schlegel, 1837)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0198,MAS-SP-0198,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 4691 a,fossil,,MAS-TAX-0022,Casarea dussumieri,"(Schlegel, 1837)","Casarea dussumieri (Schlegel, 1837)",,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",Imported from NHMUK taxon-ID mapping; accepted taxonomy should be independently verified.,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0199,MAS-SP-0199,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9396,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0200,MAS-SP-0200,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9397,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0201,MAS-SP-0201,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9398,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0202,MAS-SP-0202,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9399,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0203,MAS-SP-0203,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9400,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0204,MAS-SP-0204,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9401,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0205,MAS-SP-0205,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9402,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0206,MAS-SP-0206,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9403,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0207,MAS-SP-0207,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9404,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0208,MAS-SP-0208,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9405,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
