specimen_id,species_id,repository,catalogue_number,element,locality_id,provenance,evidence_confidence,photograph_available,photograph_source,3d_available,3d_repository,3d_id,notes
MAS-SP-0163,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55750,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0164,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55754,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0165,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55756,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0166,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55752,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0167,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55755,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0168,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55751,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0169,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55759,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0170,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55753,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0171,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55757,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0172,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55797,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0173,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55793,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0174,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55795,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0175,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55799,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0176,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55791,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0177,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55790,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0178,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55798,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0179,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55794,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0180,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55796,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0181,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55792,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0182,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV OR 39927,,MAS-LOC-0003,"Testudo Linnaeus, 1758. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Presented, Person String; Colonel A. E. H. Anson, /08/1866",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0183,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV OR 39928,,MAS-LOC-0003,"Testudo Linnaeus, 1758. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Presented, Person String; Colonel A. E. H. Anson, /08/1866",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0184,MAS-TAX-0020,"Natural History Museum, London (NHMUK)",PV R 4691,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0185,MAS-TAX-0020,"Natural History Museum, London (NHMUK)",PV R 4692,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0186,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 8572,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0187,MAS-TAX-0022,"Natural History Museum, London (NHMUK)",PV R 9307,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0188,MAS-TAX-0022,"Natural History Museum, London (NHMUK)",PV R 9308,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0189,MAS-TAX-0022,"Natural History Museum, London (NHMUK)",PV R 9309,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0190,MAS-TAX-0022,"Natural History Museum, London (NHMUK)",PV R 9310,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0191,MAS-TAX-0020,"Natural History Museum, London (NHMUK)",PV R 9311,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0192,MAS-TAX-0022,"Natural History Museum, London (NHMUK)",PV R 9313,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0193,MAS-TAX-0022,"Natural History Museum, London (NHMUK)",PV R 9427,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0194,MAS-TAX-0020,"Natural History Museum, London (NHMUK)",PV R 9457,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0195,MAS-TAX-0023,"Natural History Museum, London (NHMUK)",PV R 9433,,MAS-LOC-0007,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0196,MAS-TAX-0023,"Natural History Museum, London (NHMUK)",PV R 9438,,MAS-LOC-0007,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0197,MAS-TAX-0023,"Natural History Museum, London (NHMUK)",PV R 9434,,MAS-LOC-0007,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0198,MAS-TAX-0023,"Natural History Museum, London (NHMUK)",PV R 4691 a,,MAS-LOC-0007,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0199,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9396,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0200,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9397,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0201,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9398,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0202,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9399,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0203,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9400,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0204,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9401,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0205,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9402,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0206,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9403,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0207,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9404,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0208,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9405,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0209,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9406,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0210,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9407,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0211,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9408,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0212,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9409,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0213,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9410,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0214,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9411,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0215,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9412,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0216,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9413,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0217,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9414,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0218,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9415,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0219,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9416,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0220,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9417,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0221,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9418,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0222,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9419,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0223,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9420,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0224,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9421,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0225,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9422,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0226,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9423,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0227,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9424,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0228,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9425,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0229,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9426,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0230,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9428,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0231,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9429,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0232,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9430,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0233,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9431,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0234,MAS-TAX-0024,"Natural History Museum, London (NHMUK)",PV R 9432,,MAS-LOC-0007,"Nactus serpensinsula (Loveridge, 1951). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0235,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9435,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0236,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9436,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0237,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9437,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0238,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9439,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0239,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9440,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0240,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9441,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0241,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9442,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0242,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9443,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
