specimen_id,species_id,repository,catalogue_number,element,locality_id,provenance,evidence_confidence,photograph_available,photograph_source,3d_available,3d_repository,3d_id,notes,record_provenance_class,primary_source_id
MAS-SP-0143,,"Natural History Museum, London (NHMUK)",PV M 55804,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0144,,"Natural History Museum, London (NHMUK)",PV M 55800,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0145,,"Natural History Museum, London (NHMUK)",PV M 55808,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0146,,"Natural History Museum, London (NHMUK)",PV M 55803,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0147,,"Natural History Museum, London (NHMUK)",PV M 55807,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0148,,"Natural History Museum, London (NHMUK)",PV M 55801,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0149,,"Natural History Museum, London (NHMUK)",PV M 55809,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0150,,"Natural History Museum, London (NHMUK)",PV M 55805,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0151,,"Natural History Museum, London (NHMUK)",PV M 55734,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0152,,"Natural History Museum, London (NHMUK)",PV M 55738,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0153,,"Natural History Museum, London (NHMUK)",PV M 55730,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0154,,"Natural History Museum, London (NHMUK)",PV M 55732,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0155,,"Natural History Museum, London (NHMUK)",PV M 55736,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0156,,"Natural History Museum, London (NHMUK)",PV M 55739,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0157,,"Natural History Museum, London (NHMUK)",PV M 55731,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0158,,"Natural History Museum, London (NHMUK)",PV M 55735,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0159,,"Natural History Museum, London (NHMUK)",PV M 55737,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0160,,"Natural History Museum, London (NHMUK)",PV M 55733,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0161,,"Natural History Museum, London (NHMUK)",PV M 55820,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0162,,"Natural History Museum, London (NHMUK)",PV M 55758,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0163,,"Natural History Museum, London (NHMUK)",PV M 55750,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0164,,"Natural History Museum, London (NHMUK)",PV M 55754,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0165,,"Natural History Museum, London (NHMUK)",PV M 55756,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0166,,"Natural History Museum, London (NHMUK)",PV M 55752,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0167,,"Natural History Museum, London (NHMUK)",PV M 55755,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0168,,"Natural History Museum, London (NHMUK)",PV M 55751,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0169,,"Natural History Museum, London (NHMUK)",PV M 55759,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0170,,"Natural History Museum, London (NHMUK)",PV M 55753,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0171,,"Natural History Museum, London (NHMUK)",PV M 55757,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0172,,"Natural History Museum, London (NHMUK)",PV M 55797,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0173,,"Natural History Museum, London (NHMUK)",PV M 55793,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0174,,"Natural History Museum, London (NHMUK)",PV M 55795,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0175,,"Natural History Museum, London (NHMUK)",PV M 55799,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0176,,"Natural History Museum, London (NHMUK)",PV M 55791,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0177,,"Natural History Museum, London (NHMUK)",PV M 55790,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0178,,"Natural History Museum, London (NHMUK)",PV M 55798,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0179,,"Natural History Museum, London (NHMUK)",PV M 55794,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0180,,"Natural History Museum, London (NHMUK)",PV M 55796,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0181,,"Natural History Museum, London (NHMUK)",PV M 55792,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0182,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV OR 39927,,MAS-LOC-0003,"Testudo Linnaeus, 1758. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Presented, Person String; Colonel A. E. H. Anson, /08/1866",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0183,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV OR 39928,,MAS-LOC-0003,"Testudo Linnaeus, 1758. NON-TYPE. Quaternary, Pleistocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Presented, Person String; Colonel A. E. H. Anson, /08/1866",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0184,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 4691,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0185,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 4692,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0186,,"Natural History Museum, London (NHMUK)",PV R 8572,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0187,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9307,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0188,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9308,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0189,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9309,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0190,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9310,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0191,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9311,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0192,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9313,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0193,MAS-TAX-0021,"Natural History Museum, London (NHMUK)",PV R 9427,,MAS-LOC-0007,"Phelsuma guentheri Boulenger, 1885. NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0194,MAS-TAX-0019,"Natural History Museum, London (NHMUK)",PV R 9457,,MAS-LOC-0007,"Leiolopisma mauritianus (Günther, 1877). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0195,MAS-TAX-0022,"Natural History Museum, London (NHMUK)",PV R 9433,,MAS-LOC-0007,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0196,MAS-TAX-0022,"Natural History Museum, London (NHMUK)",PV R 9438,,MAS-LOC-0007,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0197,MAS-TAX-0022,"Natural History Museum, London (NHMUK)",PV R 9434,,MAS-LOC-0007,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0198,MAS-TAX-0022,"Natural History Museum, London (NHMUK)",PV R 4691 a,,MAS-LOC-0007,"Casarea dussumieri (Schlegel, 1837). NON-TYPE. Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0199,,"Natural History Museum, London (NHMUK)",PV R 9396,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0200,,"Natural History Museum, London (NHMUK)",PV R 9397,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0201,,"Natural History Museum, London (NHMUK)",PV R 9398,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0202,,"Natural History Museum, London (NHMUK)",PV R 9399,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0203,,"Natural History Museum, London (NHMUK)",PV R 9400,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0204,,"Natural History Museum, London (NHMUK)",PV R 9401,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0205,,"Natural History Museum, London (NHMUK)",PV R 9402,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0206,,"Natural History Museum, London (NHMUK)",PV R 9403,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0207,,"Natural History Museum, London (NHMUK)",PV R 9404,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0208,,"Natural History Museum, London (NHMUK)",PV R 9405,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0209,,"Natural History Museum, London (NHMUK)",PV R 9406,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0210,,"Natural History Museum, London (NHMUK)",PV R 9407,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0211,,"Natural History Museum, London (NHMUK)",PV R 9408,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0212,,"Natural History Museum, London (NHMUK)",PV R 9409,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0213,,"Natural History Museum, London (NHMUK)",PV R 9410,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0214,,"Natural History Museum, London (NHMUK)",PV R 9411,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0215,,"Natural History Museum, London (NHMUK)",PV R 9412,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0216,,"Natural History Museum, London (NHMUK)",PV R 9413,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0217,,"Natural History Museum, London (NHMUK)",PV R 9414,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0218,,"Natural History Museum, London (NHMUK)",PV R 9415,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0219,,"Natural History Museum, London (NHMUK)",PV R 9416,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0220,,"Natural History Museum, London (NHMUK)",PV R 9417,,MAS-LOC-0007,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
